ID;Gender;Firstname;Surname;Email;Birthday;Kilograms;Centimeters
972;male;Rafael;Dahl;RafaelDahl@jourrapide.com;6/21/1995;71.4;170
973;female;Regina;Berglund;ReginaBerglund@jourrapide.com;1/17/1992;96.8;158
974;female;Ellie;Karlsson;EllieKarlsson@einrot.com;11/30/1996;52.4;162
975;male;Arvin;Abrahamsson;ArvinAbrahamsson@armyspy.com;9/3/1996;98.3;178
976;male;Rikard;Abrahamsson;RikardAbrahamsson@einrot.com;7/23/1996;93.4;182
977;female;Izabelle;Lindström;IzabelleLindstrom@rhyta.com;10/29/1995;60.9;169
978;female;Eva;Jonsson;EvaJonsson@teleworm.us;10/28/1991;75.2;155
979;female;Yasmine;Holmberg;YasmineHolmberg@superrito.com;1/20/1991;63.9;157
980;female;Elise;Petersson;ElisePetersson@cuvox.de;12/18/1992;65.7;160
981;male;Hampus;Nordström;HampusNordstrom@armyspy.com;11/6/1994;57.6;184
982;female;Aya;Samuelsson;AyaSamuelsson@jourrapide.com;6/27/1997;87.4;167
983;male;Texas;Jonasson;TexasJonasson@cuvox.de;2/22/1991;108.6;189
984;female;Zandra;Löfgren;ZandraLofgren@jourrapide.com;1/27/1997;73.2;155
985;female;Edit;Carlsson;EditCarlsson@teleworm.us;1/19/1992;58.8;174
986;male;Knut;Olsson;KnutOlsson@fleckens.hu;3/6/1994;104.3;186
987;female;Alva;Lundberg;AlvaLundberg@teleworm.us;11/12/1993;49.4;165
988;female;Sabina;Mårtensson;SabinaMartensson@armyspy.com;11/19/1994;47.7;168
989;female;Charlotte;Jonsson;CharlotteJonsson@fleckens.hu;6/9/1997;70.5;165
990;male;Alen;Jonasson;AlenJonasson@gustr.com;5/19/1996;99.2;173
991;male;Gunnar;Nordin;GunnarNordin@rhyta.com;3/26/1992;101.1;177
992;male;Altin;Björk;AltinBjork@einrot.com;10/22/1992;92.1;175
993;female;Medina;Holm;MedinaHolm@teleworm.us;12/26/1990;84.3;164
994;male;Maximiliam;Andersson;MaximiliamAndersson@cuvox.de;10/28/1991;62.4;175
995;female;Mathilde;Isaksson;MathildeIsaksson@jourrapide.com;5/3/1997;88.3;160
996;male;Arman;Håkansson;ArmanHakansson@jourrapide.com;11/19/1993;109.3;187
997;male;Love;Nyström;LoveNystrom@gustr.com;12/20/1994;97.3;188
998;male;Christian;Blomqvist;ChristianBlomqvist@jourrapide.com;12/11/1993;98.2;189
999;male;Axel;Forsberg;AxelForsberg@armyspy.com;4/25/1992;61.8;188
1000;female;Mona;Strömberg;MonaStromberg@einrot.com;8/13/1993;66.7;170
